CollegeName,BranchName,Quota,CutoffRank
E128  Appa Institute of Engineering and Technology  Gulbarga,CS Computers,2AR,53783
E178  N I E Institute of Technology  Mysore,ME Mechanical,2AR,53797
E158  Maharaja Institute of Technology  Mysore,CS Computers,3BR,53819
"E156  Government Engineering College  K R Pet, Mandya DT.",CE Civil,1G,53852
E205  ATME College of Engineering  Mysore,CS Computers,GM,53883
E205  ATME College of Engineering  Mysore,CS Computers,3AG,53907
E016  Siddaganga Institute of Technology  Tumkur,TC Telecommn.,2AR,53916
E011  M V J College of Engineering  Bangalore,CH Chemical,2BG,53923
E128  Appa Institute of Engineering and Technology  Gulbarga,CE Civil,3AR,53939
E038  B L D E A`s V.P. Dr. P. G. Hallakatti College of Engg. and,EE Electrical,GMK,53953
E038  B L D E A`s V.P. Dr. P. G. Hallakatti College of Engg. and,EC Electronics,STG,53954
E038  B L D E A`s V.P. Dr. P. G. Hallakatti College of Engg. and,ME Mechanical,2AG,53974
E104  Nagarjuna College of Engineering and Technology  Bangalore (R),CS Computers,1G,53975
E102  DONBOSCO Institute of Technology  Bangalore,CE Civil,GMR,53995
E196  Jain College of Engineering  Belgaum,EE Electrical,3BG,54006
E011  M V J College of Engineering  Bangalore,MD Med.Elect.,GM,54013
"E156  Government Engineering College  K R Pet, Mandya DT.",CS Computers,3AR,54020
E064  Adhichunchanagiri Institute of Technology  Chickmagalur,ME Mechanical,2AG,54023
E158  Maharaja Institute of Technology  Mysore,CE Civil,SCG,54027
E077  Vidya Vikas Institute of Engineering and Technology  Mysore,EC Electronics,2BG,54045
E108  Saptagiri College of Engineering.  Bangalore,IE Info.Science,2AR,54046
"E126  B M S Institute of Technology and Management  Yalahanka,",ME Mechanical,SCK,54050
E043  Gurunanak Dev Engineering College  Bidar,CS Computers,GMR,54054
E134  Smt. Kamala and Sri Venkappa M.Agadi College of Engg. and Tech.,CS Computers,GM,54059
E219  Mangalore Marine College and Technology  Mangalore,MR Marine,1G,54066
E097  C M R Institute of Technology  Bangalore,TC Telecommn.,GMR,54067
E108  Saptagiri College of Engineering.  Bangalore,BT Bio Technology,3BG,54086
E150  P E S Institute of Technology and Management  Shivamogga,EC Electronics,3BG,54092
E241  KLE Technological University(Formerly BVBCET)  Hubli,ME Mechanical,SCK,54098
"E156  Government Engineering College  K R Pet, Mandya DT.",ME Mechanical,GM,54113
E077  Vidya Vikas Institute of Engineering and Technology  Mysore,CE Civil,2BG,54122
E075  Ballari Institute of Technology and Management  Bellary,EE Electrical,3BG,54123
E079  Acharya Institute of Technology  Bangalore,BT Bio Technology,SCG,54135
E007  Dayananda Sagar College of Engineering  Bangalore,MD Med.Elect.,SCG,54147
E011  M V J College of Engineering  Bangalore,ME Mechanical,2AR,54151
E017  Sri Siddartha Institute of Technology  Tumkur,IE Info.Science,GMR,54166
E123  Canara Engineering College Bantwal  Bantawal,EC Electronics,GM,54172
"E203  K.S. School of Engineering And Management  Mallasandra,",CS Computers,3BG,54179
E056  The National Institute of Engineering  Mysore,IE Info.Science,SCR,54184
E113  Sambhram Institute of Technology  Bangalore,CS Computers,3AG,54207
E058  P E S College of Engineering  Mandya,EC Electronics,SCR,54208
E507  New Horizon College of Engineering  Bangalore (IInd Shift),EC Electronics,GMR,54214
E211  Jain Institute of Technology  Davanagere,CE Civil,1G,54252
E104  Nagarjuna College of Engineering and Technology  Bangalore (R),IE Info.Science,3AG,54254
E038  B L D E A`s V.P. Dr. P. G. Hallakatti College of Engg. and,ME Mechanical,2BG,54270
E150  P E S Institute of Technology and Management  Shivamogga,CS Computers,1G,54285
E004  Dr. Ambedkar Institute Of Technology  Bangalore,IT Inst.Tech.,1G,54286
E150  P E S Institute of Technology and Management  Shivamogga,CS Computers,2AR,54305
E151  Mangalore Institute of Technology and Engineering,CS Computers,2BG,54324
E178  N I E Institute of Technology  Mysore,ME Mechanical,1G,54341
E099  New Horizon College of Engineering  Bangalore,AU Automobile,2BG,54361
E201  Gopalan College of Engineering and Management  Bangalore,CS Computers,GM,54382
E004  Dr. Ambedkar Institute Of Technology  Bangalore,TC Telecommn.,SCG,54394
E123  Canara Engineering College Bantwal  Bantawal,IE Info.Science,GMR,54409
"E156  Government Engineering College  K R Pet, Mandya DT.",CE Civil,SCG,54413
E021  JSS Science and Technology University(Formerly SJCE)  Mysore,PT Polymer Tech.,GMR,54417
E235  M.S. Ramaiah University of Applied Sciences  Bangalore,CS Computers,SCG,54433
E037  K.L.S. Gogte Institute of Technology  Belgaum,IE Info.Science,SCG,54458
E150  P E S Institute of Technology and Management  Shivamogga,EC Electronics,2BG,54466
E157  Government Engineering College  Ramanagara,CE Civil,GMR,54479
E017  Sri Siddartha Institute of Technology  Tumkur,CE Civil,2AG,54484
E183  Sha-Shib College of Engineering,AE Aeronaut.Engg,GM,54484
E235  M.S. Ramaiah University of Applied Sciences  Bangalore,CE Civil,SCG,54487
E017  Sri Siddartha Institute of Technology  Tumkur,IE Info.Science,3AR,54499
E038  B L D E A`s V.P. Dr. P. G. Hallakatti College of Engg. and,EE Electrical,3BG,54500
E163  Government Engineering College  Haveri,CE Civil,3BG,54522
E211  Jain Institute of Technology  Davanagere,CS Computers,GMR,54544
E014  S J C Institute of Technology  Chickballapur,ME Mechanical,STG,54585
E205  ATME College of Engineering  Mysore,CE Civil,1G,54595
E034  Sri Dharmasthala Manjunatheswara  College of Engineering,CS Computers,SCR,54605
E158  Maharaja Institute of Technology  Mysore,ME Mechanical,2AG,54616
E163  Government Engineering College  Haveri,ME Mechanical,GM,54620
E042  Khaja Banda Nawaz College of Engineering  Gulbarga,AE Aeronaut.Engg,GMR,54624
E161  Government Engineering College  Kushalnagar,EC Electronics,GM,54627
E058  P E S College of Engineering  Mandya,IE Info.Science,SCG,54631
"E085  APS College of Engineering  Somanahalli, Bangalore",CS Computers,2BG,54661
E049  Basaveshwara Engineering College  Bagalkot,CE Civil,SCG,54666
"E145  Rajarajeswari College of Engineering  Kumbalagodu,Bangalore",CS Computers,STG,54692
E012  Sir M.Visveswaraya Institute of Technology  Bangalore,IM Ind. Engg.,2AG,54704
E134  Smt. Kamala and Sri Venkappa M.Agadi College of Engg. and Tech.,CE Civil,STG,54726
E045  Rao Bahadur Y.Mahabaleswarappa Engineering College  Bellary,CS Computers,2BG,54743
E038  B L D E A`s V.P. Dr. P. G. Hallakatti College of Engg. and,IE Info.Science,GMR,54748
E158  Maharaja Institute of Technology  Mysore,ME Mechanical,3AR,54765
E150  P E S Institute of Technology and Management  Shivamogga,IE Info.Science,3BG,54773
E017  Sri Siddartha Institute of Technology  Tumkur,ME Mechanical,GMR,54790
E220  Alliance University  Bangalore,EE Electrical,GM,54811
E077  Vidya Vikas Institute of Engineering and Technology  Mysore,EC Electronics,STG,54812
E232  Reva University  Bangalore,ME Mechanical,2AG,54817
E107  B N M Institute of Technology  Bangalore,IE Info.Science,SCR,54821
E002  S K S J T Institute of Engineering.  Bangalore,ST Silk Tech.,GM,54822
E155  Government Engineering College  Hassan,EC Electronics,SCG,54827
E078  The Oxford College of Engineering  Bangalore,ME Mechanical,2BG,54842
E004  Dr. Ambedkar Institute Of Technology  Bangalore,IT Inst.Tech.,3BR,54846
E232  Reva University  Bangalore,CS Computers,1K,54851
E134  Smt. Kamala and Sri Venkappa M.Agadi College of Engg. and Tech.,ME Mechanical,GMK,54855
E129  St. Joseph Engineering College  Mangalore,ME Mechanical,2AG,54858
E036  K L E Dr. M S Sheshagiri College of Engineering and Technology,BM Bio Medical,SCG,54864
E038  B L D E A`s V.P. Dr. P. G. Hallakatti College of Engg. and,EE Electrical,3BK,54871
E134  Smt. Kamala and Sri Venkappa M.Agadi College of Engg. and Tech.,CS Computers,GMR,54889
E124  Rajiv Gandhi Institute of Technology  Bangalore,BM Bio Medical,3AG,54914
E082  J S S Academy of Technical Education  Bangalore,IT Inst.Tech.,GMR,54921
E011  M V J College of Engineering  Bangalore,CH Chemical,SCG,54928
E038  B L D E A`s V.P. Dr. P. G. Hallakatti College of Engg. and,CE Civil,SCR,54938
E038  B L D E A`s V.P. Dr. P. G. Hallakatti College of Engg. and,ME Mechanical,3BR,54960
E108  Saptagiri College of Engineering.  Bangalore,BT Bio Technology,2AG,54985
E053  N M A M Institutute of Technology  Nitte,ME Mechanical,SCG,54987
E167  K L E S`s K L E College of Engineering and Technology,CE Civil,3BG,54988
E077  Vidya Vikas Institute of Engineering and Technology  Mysore,IE Info.Science,2AG,54990
E038  B L D E A`s V.P. Dr. P. G. Hallakatti College of Engg. and,ME Mechanical,2AR,54995
E098  Atria Institute of Technology  Bangalore,IE Info.Science,GMR,55013
E104  Nagarjuna College of Engineering and Technology  Bangalore (R),CE Civil,GM,55015
E004  Dr. Ambedkar Institute Of Technology  Bangalore,IM Ind. Engg.,3AG,55016
E128  Appa Institute of Engineering and Technology  Gulbarga,EC Electronics,SCG,55029
E158  Maharaja Institute of Technology  Mysore,CE Civil,2BG,55081
E157  Government Engineering College  Ramanagara,CE Civil,3BG,55086
E065  Jawaharlal Nehru National College of Engineering  Shimoga,ME Mechanical,SCG,55089
E017  Sri Siddartha Institute of Technology  Tumkur,CE Civil,2AR,55114
E078  The Oxford College of Engineering  Bangalore,IE Info.Science,1G,55139
E105  Nitte Meenakshi Institutute of Technology  Bangalore,EE Electrical,SCG,55147
"E101  Channabasaveshwara Institute of Technology  Gubbi, Tumkur",EC Electronics,1G,55149
E097  C M R Institute of Technology  Bangalore,CE Civil,3AR,55151
"E145  Rajarajeswari College of Engineering  Kumbalagodu,Bangalore",CS Computers,1G,55161
"E156  Government Engineering College  K R Pet, Mandya DT.",EC Electronics,2AK,55166
E178  N I E Institute of Technology  Mysore,EE Electrical,1G,55177
"E152  S D M Institute of Tech.  Ujire,Dakshina Kannada",CS Computers,3BG,55179
E150  P E S Institute of Technology and Management  Shivamogga,IE Info.Science,3AG,55183
E078  The Oxford College of Engineering  Bangalore,EC Electronics,STG,55188
E075  Ballari Institute of Technology and Management  Bellary,EC Electronics,1G,55204
E103  Global Academy of Technology  Bangalore,ME Mechanical,GMR,55208
E095  AMC Engineering College  Bangalore,IE Info.Science,2BG,55213
E049  Basaveshwara Engineering College  Bagalkot,BT Bio Technology,3AG,55224
"E156  Government Engineering College  K R Pet, Mandya DT.",ME Mechanical,GMK,55242
E079  Acharya Institute of Technology  Bangalore,CE Civil,SCR,55257
E196  Jain College of Engineering  Belgaum,ME Mechanical,3AR,55265
E060  Dr. Ambedkar Institute Of Technology  Bangalore,MD Med.Elect.,GMR,55281
E042  Khaja Banda Nawaz College of Engineering  Gulbarga,AE Aeronaut.Engg,3AG,55282
E005  R. V. College of Engineering  Bangalore,IM Ind. Engg.,SCR,55292
E087  Vivekananada Institute of Technology  Bangalore,CS Computers,GMR,55302
E099  New Horizon College of Engineering  Bangalore,CE Civil,3AR,55306
E212  Dayananda Sagar Academy of Technology  Bangalore,CE Civil,3AR,55349
E031  Basaveshwara Engineering College,EE Electrical,1R,55352
E034  Sri Dharmasthala Manjunatheswara  College of Engineering,ME Mechanical,SCG,55357
E219  Mangalore Marine College and Technology  Mangalore,MR Marine,2AR,55380
E102  DONBOSCO Institute of Technology  Bangalore,CE Civil,GMK,55405
E129  St. Joseph Engineering College  Mangalore,EE Electrical,2AG,55411
E103  Global Academy of Technology  Bangalore,CE Civil,2AG,55413
E510  Dayananda Sagar College of Engineering  Bangalore (IInd Shift),CS Computers,STG,55419
E178  N I E Institute of Technology  Mysore,EE Electrical,GMK,55422
E111  Sri Venkateshwara College of Engineering  Bangalore,CS Computers,GMK,55437
E115  S J B Institute of Technology  Bangalore,CE Civil,SCG,55441
E065  Jawaharlal Nehru National College of Engineering  Shimoga,TC Telecommn.,GMR,55457
"E156  Government Engineering College  K R Pet, Mandya DT.",CE Civil,STG,55480
E065  Jawaharlal Nehru National College of Engineering  Shimoga,EC Electronics,1K,55492
E058  P E S College of Engineering  Mandya,CE Civil,3AK,55493
E220  Alliance University  Bangalore,ME Mechanical,2BG,55500
"E101  Channabasaveshwara Institute of Technology  Gubbi, Tumkur",IE Info.Science,3AG,55504
E065  Jawaharlal Nehru National College of Engineering  Shimoga,TC Telecommn.,2AG,55541
E149  Cambridge Institutute of Technology  Bangalore,CS Computers,2AR,55554
E017  Sri Siddartha Institute of Technology  Tumkur,EE Electrical,3BG,55555
E091  K S Institute of Technology  Bangalore,CS Computers,STG,55604
E173  Sai Vidya Institute of Technology  Bangalore,EC Electronics,STG,55610
E078  The Oxford College of Engineering  Bangalore,IE Info.Science,GMR,55618
E040  Hira Sugar Institute of Technology  Nidasoshi,EC Electronics,GM,55631
E017  Sri Siddartha Institute of Technology  Tumkur,CE Civil,SCG,55643
E235  M.S. Ramaiah University of Applied Sciences  Bangalore,CE Civil,SCR,55652
E175  S.G.Balekundri Institute of Technology  Belgaum,CS Computers,2BG,55661
E103  Global Academy of Technology  Bangalore,ME Mechanical,STG,55663
"E146  Shreedevi Institute of Technology  Kenjar, Mangalore",AE Aeronaut.Engg,2AG,55712
E017  Sri Siddartha Institute of Technology  Tumkur,EC Electronics,GMR,55725
E064  Adhichunchanagiri Institute of Technology  Chickmagalur,ME Mechanical,1G,55726
E235  M.S. Ramaiah University of Applied Sciences  Bangalore,EC Electronics,2BK,55739
E183  Sha-Shib College of Engineering,AE Aeronaut.Engg,3BG,55758
E160  Sahyadri College of Engg. and Management  Mangalore,IE Info.Science,3AR,55760
E102  DONBOSCO Institute of Technology  Bangalore,ME Mechanical,GM,55788
"E145  Rajarajeswari College of Engineering  Kumbalagodu,Bangalore",IE Info.Science,3AG,55802
E115  S J B Institute of Technology  Bangalore,CS Computers,SCG,55806
E031  Basaveshwara Engineering College,IP Ind.Prodn.,1G,55811
E135  K L S Viswanathrao Deshpande Rural Institute of Technology,CS Computers,1G,55813
E087  Vivekananada Institute of Technology  Bangalore,CS Computers,2AR,55820
E057  JSS Science and Technology University(Formerly SJCE)  Mysore,CT Const. Tech.,SCG,55822
E097  C M R Institute of Technology  Bangalore,EE Electrical,2BG,55836
E211  Jain Institute of Technology  Davanagere,CS Computers,2AG,55854
E011  M V J College of Engineering  Bangalore,IE Info.Science,SCG,55859
E123  Canara Engineering College Bantwal  Bantawal,CS Computers,STG,55865
E087  Vivekananada Institute of Technology  Bangalore,CS Computers,GMK,55884
E134  Smt. Kamala and Sri Venkappa M.Agadi College of Engg. and Tech.,CE Civil,GMR,55907
E124  Rajiv Gandhi Institute of Technology  Bangalore,BM Bio Medical,3BG,55934
E161  Government Engineering College  Kushalnagar,EC Electronics,GMK,55938
E064  Adhichunchanagiri Institute of Technology  Chickmagalur,IE Info.Science,1G,55960
E031  Basaveshwara Engineering College,CE Civil,SCR,55962
E212  Dayananda Sagar Academy of Technology  Bangalore,CE Civil,STG,55984
E078  The Oxford College of Engineering  Bangalore,EC Electronics,2AR,56004
"E048  B M S College of Engineering  Basavanagudi,Bangalore",CH Chemical,SCG,56015
E011  M V J College of Engineering  Bangalore,CS Computers,SCG,56057
E028  Tontadarya College of Engineering  Gadag,CS Computers,GMR,56059
E175  S.G.Balekundri Institute of Technology  Belgaum,ME Mechanical,GM,56120
E061  University B.D.T. college of Engineering  Davangere,EI Elec. Inst.,GMK,56133
E154  Government Engineering College  Chamarajanagara,CE Civil,3AG,56136
E211  Jain Institute of Technology  Davanagere,CE Civil,STG,56147
E053  N M A M Institutute of Technology  Nitte,CE Civil,SCR,56148
E161  Government Engineering College  Kushalnagar,CE Civil,3BG,56152
E059  P D A College of Engineering  Gulbarga,CR Ceramics,GM,56162
E123  Canara Engineering College Bantwal  Bantawal,EC Electronics,GMK,56178
E064  Adhichunchanagiri Institute of Technology  Chickmagalur,EE Electrical,2BG,56179
E106  East West Institute of Technology  Bangalore,CS Computers,1G,56181
E150  P E S Institute of Technology and Management  Shivamogga,EC Electronics,3AG,56189
E079  Acharya Institute of Technology  Bangalore,AU Automobile,1G,56222
E031  Basaveshwara Engineering College,IP Ind.Prodn.,3AG,56252
E163  Government Engineering College  Haveri,EC Electronics,3BG,56253
E106  East West Institute of Technology  Bangalore,CS Computers,GMR,56256
E099  New Horizon College of Engineering  Bangalore,ME Mechanical,STG,56268
E017  Sri Siddartha Institute of Technology  Tumkur,ME Mechanical,3BG,56309
E023  P E S College of Engineering  Mandya,IP Ind.Prodn.,2BG,56316
E017  Sri Siddartha Institute of Technology  Tumkur,ME Mechanical,3AG,56319
E154  Government Engineering College  Chamarajanagara,CS Computers,GM,56332
E198  Godutai Engineering College for Women  Gulbarga,EC Electronics,GMK,56346
"E142  B G S Institute of Technology  Nagamangala Taluk,Mandya Dist.",CE Civil,2AG,56360
"E203  K.S. School of Engineering And Management  Mallasandra,",CE Civil,GM,56387
E205  ATME College of Engineering  Mysore,CE Civil,SCG,56395
E133  G S S S Institute of Engineering and Technology for Women,EE Electrical,3AR,56407
E149  Cambridge Institutute of Technology  Bangalore,EC Electronics,GMR,56423
E092  Vemana Institute of Technology  Bangalore,EC Electronics,3BG,56427
E104  Nagarjuna College of Engineering and Technology  Bangalore (R),CS Computers,STG,56446
E038  B L D E A`s V.P. Dr. P. G. Hallakatti College of Engg. and,ME Mechanical,2AK,56448
E038  B L D E A`s V.P. Dr. P. G. Hallakatti College of Engg. and,EE Electrical,STG,56464
E017  Sri Siddartha Institute of Technology  Tumkur,ME Mechanical,STG,56467
E167  K L E S`s K L E College of Engineering and Technology,CE Civil,1G,56492
"E156  Government Engineering College  K R Pet, Mandya DT.",CE Civil,SCK,56500
E017  Sri Siddartha Institute of Technology  Tumkur,EE Electrical,3AG,56507
E079  Acharya Institute of Technology  Bangalore,CS Computers,SCR,56514
E232  Reva University  Bangalore,CE Civil,GMK,56524
"E142  B G S Institute of Technology  Nagamangala Taluk,Mandya Dist.",CS Computers,3AG,56528
E042  Khaja Banda Nawaz College of Engineering  Gulbarga,CS Computers,GMK,56571
E175  S.G.Balekundri Institute of Technology  Belgaum,EC Electronics,GM,56572
E134  Smt. Kamala and Sri Venkappa M.Agadi College of Engg. and Tech.,CE Civil,2AG,56574
E023  P E S College of Engineering  Mandya,IP Ind.Prodn.,GMK,56576
E150  P E S Institute of Technology and Management  Shivamogga,CE Civil,2AG,56578
E075  Ballari Institute of Technology and Management  Bellary,EC Electronics,2AR,56585
E045  Rao Bahadur Y.Mahabaleswarappa Engineering College  Bellary,ME Mechanical,STG,56593
E055  P A College of Engineering  Mangalore,BT Bio Technology,GM,56625
E038  B L D E A`s V.P. Dr. P. G. Hallakatti College of Engg. and,CE Civil,SCG,56631
E149  Cambridge Institutute of Technology  Bangalore,CS Computers,3BK,56646
"E101  Channabasaveshwara Institute of Technology  Gubbi, Tumkur",CE Civil,GMK,56660
E029  Maratha Mandal Engineering College  Belgaum,CS Computers,GM,56690
E161  Government Engineering College  Kushalnagar,CE Civil,2BG,56696
E161  Government Engineering College  Kushalnagar,CS Computers,GMK,56707
E158  Maharaja Institute of Technology  Mysore,CE Civil,SCR,56730
E155  Government Engineering College  Hassan,EC Electronics,STG,56740
E134  Smt. Kamala and Sri Venkappa M.Agadi College of Engg. and Tech.,CS Computers,2BG,56749
E183  Sha-Shib College of Engineering,AE Aeronaut.Engg,3AG,56786
E123  Canara Engineering College Bantwal  Bantawal,CS Computers,2AR,56795
E158  Maharaja Institute of Technology  Mysore,EC Electronics,3BR,56810
E075  Ballari Institute of Technology and Management  Bellary,ME Mechanical,GMK,56818
E103  Global Academy of Technology  Bangalore,ME Mechanical,3BK,56822
E104  Nagarjuna College of Engineering and Technology  Bangalore (R),CE Civil,GMK,56835
E064  Adhichunchanagiri Institute of Technology  Chickmagalur,IE Info.Science,2AK,56837
E211  Jain Institute of Technology  Davanagere,CS Computers,3AR,56852
E102  DONBOSCO Institute of Technology  Bangalore,EC Electronics,2AR,56863
E118  RNS Institute of Technology  Bangalore,EC Electronics,SCR,56864
E038  B L D E A`s V.P. Dr. P. G. Hallakatti College of Engg. and,CS Computers,2BR,56866
"E203  K.S. School of Engineering And Management  Mallasandra,",CE Civil,1G,56876
E102  DONBOSCO Institute of Technology  Bangalore,ME Mechanical,GMK,56879
E102  DONBOSCO Institute of Technology  Bangalore,CE Civil,2AG,56892
E211  Jain Institute of Technology  Davanagere,EC Electronics,1G,56926
E129  St. Joseph Engineering College  Mangalore,CE Civil,SCG,56937
E007  Dayananda Sagar College of Engineering  Bangalore,AU Automobile,3AR,56963
E082  J S S Academy of Technical Education  Bangalore,EC Electronics,SCG,56975
E008  Bangalore Institute of Technology  Bangalore,IT Inst.Tech.,2AR,56988
"E146  Shreedevi Institute of Technology  Kenjar, Mangalore",AE Aeronaut.Engg,1G,56993
"E239  East West College of Engineering  Yelahanka, Bangalore",AE Aeronaut.Engg,SCG,57007
E057  JSS Science and Technology University(Formerly SJCE)  Mysore,BT Bio Technology,STR,57010
E154  Government Engineering College  Chamarajanagara,CE Civil,GMR,57015
E205  ATME College of Engineering  Mysore,CS Computers,3BG,57016
"E101  Channabasaveshwara Institute of Technology  Gubbi, Tumkur",EC Electronics,2AG,57032
E091  K S Institute of Technology  Bangalore,TC Telecommn.,GM,57040
E034  Sri Dharmasthala Manjunatheswara  College of Engineering,CE Civil,2BR,57116
"E208  Achutha Institute of Technology  Gopalpura, Bagaluru, Bangalore",AE Aeronaut.Engg,STG,57127
E062  Bapuji Institute of Engineering and Technology  Davangere,CS Computers,SCG,57128
E209  Jyothi Institute of Technology  Bangalore,IE Info.Science,3BG,57149
E124  Rajiv Gandhi Institute of Technology  Bangalore,BM Bio Medical,GMR,57167
E062  Bapuji Institute of Engineering and Technology  Davangere,CH Chemical,2AG,57176
"E145  Rajarajeswari College of Engineering  Kumbalagodu,Bangalore",IE Info.Science,3BG,57183
E155  Government Engineering College  Hassan,ME Mechanical,1R,57186
E232  Reva University  Bangalore,CE Civil,3AG,57189
E004  Dr. Ambedkar Institute Of Technology  Bangalore,TC Telecommn.,STG,57191
E183  Sha-Shib College of Engineering,AE Aeronaut.Engg,2BG,57193
E178  N I E Institute of Technology  Mysore,EE Electrical,GMR,57218
E028  Tontadarya College of Engineering  Gadag,CE Civil,GMR,57250
E209  Jyothi Institute of Technology  Bangalore,CS Computers,2AG,57251
E161  Government Engineering College  Kushalnagar,CE Civil,3AG,57253
"E169  Alva`s Institute of Engineering and Technology  Moodabidri,",CS Computers,2BG,57263
"E145  Rajarajeswari College of Engineering  Kumbalagodu,Bangalore",EC Electronics,GM,57282
E045  Rao Bahadur Y.Mahabaleswarappa Engineering College  Bellary,CS Computers,GMR,57285
E017  Sri Siddartha Institute of Technology  Tumkur,EE Electrical,2BG,57291
"E142  B G S Institute of Technology  Nagamangala Taluk,Mandya Dist.",CS Computers,GMR,57317
E014  S J C Institute of Technology  Chickballapur,CS Computers,3BK,57329
E043  Gurunanak Dev Engineering College  Bidar,ME Mechanical,GM,57333
"E152  S D M Institute of Tech.  Ujire,Dakshina Kannada",CS Computers,GMK,57336
E034  Sri Dharmasthala Manjunatheswara  College of Engineering,ME Mechanical,SCK,57350
E129  St. Joseph Engineering College  Mangalore,ME Mechanical,3AG,57354
"E257  CMR University  Chagalatti, Bangalore",CS Computers,GM,57407
E002  S K S J T Institute of Engineering.  Bangalore,ST Silk Tech.,GMR,57408
E011  M V J College of Engineering  Bangalore,EE Electrical,1K,57410
E011  M V J College of Engineering  Bangalore,CH Chemical,GMR,57414
E064  Adhichunchanagiri Institute of Technology  Chickmagalur,EE Electrical,2AR,57415
E002  S K S J T Institute of Engineering.  Bangalore,TX Textiles,GMK,57454
E017  Sri Siddartha Institute of Technology  Tumkur,EE Electrical,GMK,57454
E134  Smt. Kamala and Sri Venkappa M.Agadi College of Engg. and Tech.,ME Mechanical,GMR,57465
"E085  APS College of Engineering  Somanahalli, Bangalore",CS Computers,3BG,57484
E155  Government Engineering College  Hassan,CE Civil,SCR,57492
E241  KLE Technological University(Formerly BVBCET)  Hubli,CS Computers,SCR,57514
E004  Dr. Ambedkar Institute Of Technology  Bangalore,IM Ind. Engg.,GMK,57520
E167  K L E S`s K L E College of Engineering and Technology,CE Civil,GMR,57524
E161  Government Engineering College  Kushalnagar,CS Computers,3AG,57541
E012  Sir M.Visveswaraya Institute of Technology  Bangalore,ME Mechanical,SCR,57564
E185  Angadi Institute of Technology and Management  Belgaum,CE Civil,GM,57570
E157  Government Engineering College  Ramanagara,EC Electronics,GM,57584
E158  Maharaja Institute of Technology  Mysore,IE Info.Science,2AG,57622
E232  Reva University  Bangalore,ME Mechanical,STG,57625
E154  Government Engineering College  Chamarajanagara,CE Civil,3BG,57626
E021  JSS Science and Technology University(Formerly SJCE)  Mysore,PT Polymer Tech.,GMK,57667
E232  Reva University  Bangalore,ME Mechanical,GMR,57669
E162  Government Engineering College  Raichur,EC Electronics,GMK,57713
E163  Government Engineering College  Haveri,ME Mechanical,GMK,57718
E038  B L D E A`s V.P. Dr. P. G. Hallakatti College of Engg. and,CE Civil,SCK,57725
E002  S K S J T Institute of Engineering.  Bangalore,TX Textiles,GMR,57726
"E169  Alva`s Institute of Engineering and Technology  Moodabidri,",IE Info.Science,3AG,57736
E111  Sri Venkateshwara College of Engineering  Bangalore,EC Electronics,STG,57752
"E145  Rajarajeswari College of Engineering  Kumbalagodu,Bangalore",EC Electronics,3AG,57761
E045  Rao Bahadur Y.Mahabaleswarappa Engineering College  Bellary,CE Civil,2BR,57764
E178  N I E Institute of Technology  Mysore,EE Electrical,3BR,57769
E103  Global Academy of Technology  Bangalore,CE Civil,GMR,57806
E507  New Horizon College of Engineering  Bangalore (IInd Shift),ME Mechanical,GMK,57824
"E156  Government Engineering College  K R Pet, Mandya DT.",ME Mechanical,GMR,57826
E149  Cambridge Institutute of Technology  Bangalore,ME Mechanical,GM,57832
"E169  Alva`s Institute of Engineering and Technology  Moodabidri,",EC Electronics,3AG,57840
E043  Gurunanak Dev Engineering College  Bidar,ME Mechanical,GMK,57864
E097  C M R Institute of Technology  Bangalore,ME Mechanical,SCG,57871
E149  Cambridge Institutute of Technology  Bangalore,IE Info.Science,2BG,57876
E004  Dr. Ambedkar Institute Of Technology  Bangalore,EE Electrical,SCR,57880
E129  St. Joseph Engineering College  Mangalore,EC Electronics,STG,57900
"E203  K.S. School of Engineering And Management  Mallasandra,",CS Computers,2AG,57901
E031  Basaveshwara Engineering College,CS Computers,SCG,57902
E162  Government Engineering College  Raichur,CE Civil,2AG,57906
E024  Malnad College of Engineering  Hassan,ME Mechanical,SCK,57911
E173  Sai Vidya Institute of Technology  Bangalore,EC Electronics,2AG,57912
E111  Sri Venkateshwara College of Engineering  Bangalore,EC Electronics,2AG,57930
E209  Jyothi Institute of Technology  Bangalore,EC Electronics,GMK,57933
"E156  Government Engineering College  K R Pet, Mandya DT.",ME Mechanical,3AG,57947
E134  Smt. Kamala and Sri Venkappa M.Agadi College of Engg. and Tech.,CE Civil,SCG,57953
E166  K L E Institute of Technology  Hubli,CS Computers,SCG,57966
E038  B L D E A`s V.P. Dr. P. G. Hallakatti College of Engg. and,EE Electrical,GMR,57973
E016  Siddaganga Institute of Technology  Tumkur,BT Bio Technology,SCG,57982
"E514  St. Joseph Engineering College  Mangalore, (IInd Shift)",ME Mechanical,2BG,57985
E071  Vidya Vardhaka College of Engineering  Mysore,IE Info.Science,2AK,57993
E082  J S S Academy of Technical Education  Bangalore,IE Info.Science,SCG,58008
E186  ACS College of Engineering,CS Computers,GM,58009
E104  Nagarjuna College of Engineering and Technology  Bangalore (R),CS Computers,GMR,58028
E155  Government Engineering College  Hassan,EC Electronics,SCR,58030
E161  Government Engineering College  Kushalnagar,CS Computers,GMR,58037
E163  Government Engineering College  Haveri,CS Computers,GM,58049
E114  G M Institute of Technology  Davanagere,EC Electronics,2BK,58058
E108  Saptagiri College of Engineering.  Bangalore,IE Info.Science,1R,58075
