CollegeName,BranchName,Quota,CutoffRank
E178  N I E Institute of Technology  Mysore,CS Computers,3BG,24214
E005  R. V. College of Engineering  Bangalore,IE Info.Science,SCK,24215
E061  University B.D.T. college of Engineering  Davangere,CE Civil,GMK,24227
E097  C M R Institute of Technology  Bangalore,IE Info.Science,GMR,24246
E071  Vidya Vardhaka College of Engineering  Mysore,ME Mechanical,GMK,24248
E071  Vidya Vardhaka College of Engineering  Mysore,CE Civil,3BG,24250
E004  Dr. Ambedkar Institute Of Technology  Bangalore,ME Mechanical,3BG,24260
E002  S K S J T Institute of Engineering.  Bangalore,CE Civil,GMK,24262
E071  Vidya Vardhaka College of Engineering  Mysore,EC Electronics,GMK,24264
E021  JSS Science and Technology University(Formerly SJCE)  Mysore,CE Civil,1R,24267
E079  Acharya Institute of Technology  Bangalore,IE Info.Science,2AG,24271
E021  JSS Science and Technology University(Formerly SJCE)  Mysore,IP Ind.Prodn.,2AG,24282
E082  J S S Academy of Technical Education  Bangalore,EC Electronics,STG,24304
E115  S J B Institute of Technology  Bangalore,IE Info.Science,1G,24326
E007  Dayananda Sagar College of Engineering  Bangalore,ME Mechanical,2AK,24348
E071  Vidya Vardhaka College of Engineering  Mysore,CS Computers,3BR,24353
E079  Acharya Institute of Technology  Bangalore,BT Bio Technology,GMR,24370
E064  Adhichunchanagiri Institute of Technology  Chickmagalur,CS Computers,GM,24378
E004  Dr. Ambedkar Institute Of Technology  Bangalore,EE Electrical,1G,24380
E022  The National Institute of Engineering  Mysore,CE Civil,SCG,24394
E079  Acharya Institute of Technology  Bangalore,AE Aeronaut.Engg,3AK,24413
E006  M S Ramaiah Institute of Technology  Bangalore,MD Med.Elect.,1G,24418
E021  JSS Science and Technology University(Formerly SJCE)  Mysore,IT Inst.Tech.,STG,24426
E129  St. Joseph Engineering College  Mangalore,ME Mechanical,GMR,24450
E022  The National Institute of Engineering  Mysore,ME Mechanical,SCG,24468
E241  KLE Technological University(Formerly BVBCET)  Hubli,EE Electrical,3AG,24469
E036  K L E Dr. M S Sheshagiri College of Engineering and Technology,CS Computers,2AK,24488
E103  Global Academy of Technology  Bangalore,CS Computers,1G,24499
E022  The National Institute of Engineering  Mysore,CE Civil,2AR,24520
E196  Jain College of Engineering  Belgaum,CS Computers,GM,24527
E023  P E S College of Engineering  Mandya,CE Civil,3AG,24539
E105  Nitte Meenakshi Institutute of Technology  Bangalore,CE Civil,GM,24546
E186  ACS College of Engineering,AE Aeronaut.Engg,GM,24550
E151  Mangalore Institute of Technology and Engineering,AE Aeronaut.Engg,3AG,24551
E071  Vidya Vardhaka College of Engineering  Mysore,EE Electrical,GMK,24556
"E003  B M S College of Engineering  Basavanagudi,Bangalore",IM Ind. Engg.,3BG,24560
E016  Siddaganga Institute of Technology  Tumkur,EE Electrical,1G,24565
E034  Sri Dharmasthala Manjunatheswara  College of Engineering,CH Chemical,2AG,24578
E023  P E S College of Engineering  Mandya,ME Mechanical,GMK,24583
E108  Saptagiri College of Engineering.  Bangalore,EC Electronics,3BG,24588
E022  The National Institute of Engineering  Mysore,EC Electronics,SCR,24595
E212  Dayananda Sagar Academy of Technology  Bangalore,IE Info.Science,GMR,24617
E108  Saptagiri College of Engineering.  Bangalore,CS Computers,3BG,24619
E031  Basaveshwara Engineering College,ME Mechanical,GM,24632
E014  S J C Institute of Technology  Chickballapur,AE Aeronaut.Engg,GMR,24638
E007  Dayananda Sagar College of Engineering  Bangalore,CE Civil,2AG,24647
E212  Dayananda Sagar Academy of Technology  Bangalore,EE Electrical,3AG,24666
E005  R. V. College of Engineering  Bangalore,CE Civil,SCR,24700
E102  DONBOSCO Institute of Technology  Bangalore,CS Computers,3AG,24705
E071  Vidya Vardhaka College of Engineering  Mysore,EE Electrical,3BG,24714
"E126  B M S Institute of Technology and Management  Yalahanka,",EE Electrical,2AG,24717
E053  N M A M Institutute of Technology  Nitte,IE Info.Science,2BR,24723
E008  Bangalore Institute of Technology  Bangalore,TC Telecommn.,GMK,24740
E016  Siddaganga Institute of Technology  Tumkur,CE Civil,3AR,24752
E012  Sir M.Visveswaraya Institute of Technology  Bangalore,TC Telecommn.,GMR,24753
E030  KLE Technological University(Formerly BVBCET)  Hubli,ME Mechanical,SCG,24759
E196  Jain College of Engineering  Belgaum,EC Electronics,GM,24802
E212  Dayananda Sagar Academy of Technology  Bangalore,EE Electrical,3BG,24807
E061  University B.D.T. college of Engineering  Davangere,EC Electronics,3BR,24823
E024  Malnad College of Engineering  Hassan,EE Electrical,2BG,24827
E004  Dr. Ambedkar Institute Of Technology  Bangalore,ME Mechanical,GMR,24844
E060  Dr. Ambedkar Institute Of Technology  Bangalore,CE Civil,3AG,24846
E062  Bapuji Institute of Engineering and Technology  Davangere,IE Info.Science,3AG,24849
E097  C M R Institute of Technology  Bangalore,IE Info.Science,2AG,24866
E014  S J C Institute of Technology  Chickballapur,CS Computers,3BG,24867
E056  The National Institute of Engineering  Mysore,EC Electronics,SCG,24873
E002  S K S J T Institute of Engineering.  Bangalore,EC Electronics,1G,24874
E078  The Oxford College of Engineering  Bangalore,CS Computers,3AG,24875
E058  P E S College of Engineering  Mandya,CS Computers,2AG,24876
E031  Basaveshwara Engineering College,CS Computers,2AK,24887
E024  Malnad College of Engineering  Hassan,ME Mechanical,3AG,24899
E141  PES Institute of Technology (South Campus)  Bangalore,IE Info.Science,STG,24909
E196  Jain College of Engineering  Belgaum,CS Computers,2BG,24922
E006  M S Ramaiah Institute of Technology  Bangalore,IM Ind. Engg.,2BG,24942
E012  Sir M.Visveswaraya Institute of Technology  Bangalore,BT Bio Technology,3AG,24958
E011  M V J College of Engineering  Bangalore,CS Computers,2AK,24960
E016  Siddaganga Institute of Technology  Tumkur,CH Chemical,3BG,24979
E006  M S Ramaiah Institute of Technology  Bangalore,CH Chemical,2AR,24982
E079  Acharya Institute of Technology  Bangalore,ME Mechanical,GMK,24992
E007  Dayananda Sagar College of Engineering  Bangalore,IM Ind. Engg.,GM,25002
E060  Dr. Ambedkar Institute Of Technology  Bangalore,CE Civil,STG,25005
E037  K.L.S. Gogte Institute of Technology  Belgaum,CE Civil,2BR,25013
E007  Dayananda Sagar College of Engineering  Bangalore,MD Med.Elect.,3AG,25029
E004  Dr. Ambedkar Institute Of Technology  Bangalore,CS Computers,1R,25031
E034  Sri Dharmasthala Manjunatheswara  College of Engineering,IE Info.Science,2AR,25037
E097  C M R Institute of Technology  Bangalore,EC Electronics,GMK,25069
E036  K L E Dr. M S Sheshagiri College of Engineering and Technology,EC Electronics,2AK,25082
E049  Basaveshwara Engineering College  Bagalkot,CS Computers,2AG,25089
E232  Reva University  Bangalore,CS Computers,3BG,25090
E241  KLE Technological University(Formerly BVBCET)  Hubli,BT Bio Technology,GMR,25092
E058  P E S College of Engineering  Mandya,CE Civil,GM,25093
E079  Acharya Institute of Technology  Bangalore,EC Electronics,2BG,25101
"E240  Dayananda Sagar University  Hosur Road, Bangalore",EC Electronics,GM,25105
E166  K L E Institute of Technology  Hubli,IE Info.Science,2AG,25115
E062  Bapuji Institute of Engineering and Technology  Davangere,EC Electronics,3BK,25116
E071  Vidya Vardhaka College of Engineering  Mysore,CE Civil,1G,25133
E012  Sir M.Visveswaraya Institute of Technology  Bangalore,EE Electrical,1R,25146
E107  B N M Institute of Technology  Bangalore,CS Computers,STG,25151
E031  Basaveshwara Engineering College,CS Computers,1G,25154
E034  Sri Dharmasthala Manjunatheswara  College of Engineering,ME Mechanical,3BR,25179
E206  Shri Madhwa Vadiraja Institute of Technology and Management,CS Computers,GMR,25191
E011  M V J College of Engineering  Bangalore,AE Aeronaut.Engg,GMK,25194
E141  PES Institute of Technology (South Campus)  Bangalore,CS Computers,2BR,25195
E030  KLE Technological University(Formerly BVBCET)  Hubli,ME Mechanical,SCR,25202
E103  Global Academy of Technology  Bangalore,CS Computers,GMR,25206
E024  Malnad College of Engineering  Hassan,EE Electrical,2AG,25228
E129  St. Joseph Engineering College  Mangalore,EE Electrical,GM,25244
"E512  M V J College of Engineering  Bangalore, (IInd Shift)",CS Computers,GM,25257
E166  K L E Institute of Technology  Hubli,IE Info.Science,3BK,25263
E062  Bapuji Institute of Engineering and Technology  Davangere,CE Civil,STG,25278
E061  University B.D.T. college of Engineering  Davangere,EC Electronics,2AG,25283
E049  Basaveshwara Engineering College  Bagalkot,EC Electronics,3AG,25293
E212  Dayananda Sagar Academy of Technology  Bangalore,IE Info.Science,2AG,25305
E062  Bapuji Institute of Engineering and Technology  Davangere,CE Civil,3BG,25319
E071  Vidya Vardhaka College of Engineering  Mysore,ME Mechanical,GMR,25321
E064  Adhichunchanagiri Institute of Technology  Chickmagalur,CS Computers,3BG,25323
E105  Nitte Meenakshi Institutute of Technology  Bangalore,EE Electrical,2AG,25333
E155  Government Engineering College  Hassan,EC Electronics,3AG,25351
E053  N M A M Institutute of Technology  Nitte,CE Civil,GMR,25370
E023  P E S College of Engineering  Mandya,CE Civil,1G,25379
E075  Ballari Institute of Technology and Management  Bellary,EC Electronics,3AG,25383
E022  The National Institute of Engineering  Mysore,EE Electrical,STK,25397
E034  Sri Dharmasthala Manjunatheswara  College of Engineering,CS Computers,1R,25400
E011  M V J College of Engineering  Bangalore,CS Computers,1G,25417
E036  K L E Dr. M S Sheshagiri College of Engineering and Technology,CS Computers,STG,25433
E001  University Visveswariah College of Engineering  Bangalore,IE Info.Science,STK,25435
E012  Sir M.Visveswaraya Institute of Technology  Bangalore,EE Electrical,STG,25437
E098  Atria Institute of Technology  Bangalore,CS Computers,1G,25477
E097  C M R Institute of Technology  Bangalore,ME Mechanical,GM,25480
E118  RNS Institute of Technology  Bangalore,EE Electrical,STG,25483
E008  Bangalore Institute of Technology  Bangalore,EC Electronics,SCG,25484
E016  Siddaganga Institute of Technology  Tumkur,IM Ind. Engg.,GM,25498
E079  Acharya Institute of Technology  Bangalore,IE Info.Science,GMK,25503
E021  JSS Science and Technology University(Formerly SJCE)  Mysore,IT Inst.Tech.,2AR,25509
E034  Sri Dharmasthala Manjunatheswara  College of Engineering,CE Civil,STG,25513
E105  Nitte Meenakshi Institutute of Technology  Bangalore,EE Electrical,GMR,25522
E079  Acharya Institute of Technology  Bangalore,EC Electronics,STG,25525
E060  Dr. Ambedkar Institute Of Technology  Bangalore,ME Mechanical,2BG,25526
E065  Jawaharlal Nehru National College of Engineering  Shimoga,IE Info.Science,3BG,25545
E102  DONBOSCO Institute of Technology  Bangalore,CS Computers,1G,25549
E082  J S S Academy of Technical Education  Bangalore,ME Mechanical,3AG,25550
E129  St. Joseph Engineering College  Mangalore,ME Mechanical,GMK,25553
E030  KLE Technological University(Formerly BVBCET)  Hubli,EC Electronics,STG,25565
E098  Atria Institute of Technology  Bangalore,CS Computers,3AG,25574
E037  K.L.S. Gogte Institute of Technology  Belgaum,CE Civil,3BK,25578
E011  M V J College of Engineering  Bangalore,IE Info.Science,GMR,25586
E021  JSS Science and Technology University(Formerly SJCE)  Mysore,IP Ind.Prodn.,2BG,25610
E114  G M Institute of Technology  Davanagere,CS Computers,3BG,25613
E007  Dayananda Sagar College of Engineering  Bangalore,EC Electronics,SCG,25617
E004  Dr. Ambedkar Institute Of Technology  Bangalore,CE Civil,3BG,25631
E071  Vidya Vardhaka College of Engineering  Mysore,ME Mechanical,1G,25643
E118  RNS Institute of Technology  Bangalore,ME Mechanical,2AG,25660
E021  JSS Science and Technology University(Formerly SJCE)  Mysore,EN Environmental,GM,25691
E082  J S S Academy of Technical Education  Bangalore,CE Civil,GM,25693
E031  Basaveshwara Engineering College,ME Mechanical,GMK,25701
E166  K L E Institute of Technology  Hubli,CS Computers,2AR,25702
E078  The Oxford College of Engineering  Bangalore,CS Computers,3BG,25728
E082  J S S Academy of Technical Education  Bangalore,IE Info.Science,2BG,25737
E061  University B.D.T. college of Engineering  Davangere,EE Electrical,GM,25754
E196  Jain College of Engineering  Belgaum,CS Computers,GMK,25755
E007  Dayananda Sagar College of Engineering  Bangalore,EE Electrical,2AK,25769
E155  Government Engineering College  Hassan,CS Computers,3AG,25772
E060  Dr. Ambedkar Institute Of Technology  Bangalore,ME Mechanical,3BG,25773
E004  Dr. Ambedkar Institute Of Technology  Bangalore,ME Mechanical,2BG,25784
E105  Nitte Meenakshi Institutute of Technology  Bangalore,ME Mechanical,GMR,25787
E007  Dayananda Sagar College of Engineering  Bangalore,CE Civil,3BR,25788
E022  The National Institute of Engineering  Mysore,CE Civil,SCK,25793
E004  Dr. Ambedkar Institute Of Technology  Bangalore,EE Electrical,3AR,25795
E160  Sahyadri College of Engg. and Management  Mangalore,CS Computers,STG,25797
E212  Dayananda Sagar Academy of Technology  Bangalore,EC Electronics,2AG,25807
E071  Vidya Vardhaka College of Engineering  Mysore,IE Info.Science,2AR,25817
E006  M S Ramaiah Institute of Technology  Bangalore,CE Civil,SCR,25823
E007  Dayananda Sagar College of Engineering  Bangalore,IM Ind. Engg.,3BG,25838
E235  M.S. Ramaiah University of Applied Sciences  Bangalore,ME Mechanical,2AG,25843
E007  Dayananda Sagar College of Engineering  Bangalore,CS Computers,SCG,25846
E058  P E S College of Engineering  Mandya,IE Info.Science,2AG,25860
E004  Dr. Ambedkar Institute Of Technology  Bangalore,CS Computers,SCG,25866
E061  University B.D.T. college of Engineering  Davangere,CS Computers,2AG,25868
E034  Sri Dharmasthala Manjunatheswara  College of Engineering,CS Computers,2AK,25874
"E126  B M S Institute of Technology and Management  Yalahanka,",TC Telecommn.,2AG,25895
E012  Sir M.Visveswaraya Institute of Technology  Bangalore,CS Computers,1K,25917
E178  N I E Institute of Technology  Mysore,EC Electronics,GM,25925
E079  Acharya Institute of Technology  Bangalore,MT Mechatronics,2AG,25926
E118  RNS Institute of Technology  Bangalore,ME Mechanical,2AR,25960
E047  Malnad College of Engineering  Hassan,IT Inst.Tech.,GM,25968
E129  St. Joseph Engineering College  Mangalore,EE Electrical,3BG,25979
E036  K L E Dr. M S Sheshagiri College of Engineering and Technology,ME Mechanical,3BR,25990
E037  K.L.S. Gogte Institute of Technology  Belgaum,CS Computers,STG,25996
"E126  B M S Institute of Technology and Management  Yalahanka,",CE Civil,GMK,25997
E030  KLE Technological University(Formerly BVBCET)  Hubli,CE Civil,SCG,26003
E103  Global Academy of Technology  Bangalore,EC Electronics,GMK,26011
E118  RNS Institute of Technology  Bangalore,CE Civil,3AK,26020
E155  Government Engineering College  Hassan,CE Civil,GM,26022
E079  Acharya Institute of Technology  Bangalore,ME Mechanical,1G,26031
E079  Acharya Institute of Technology  Bangalore,BT Bio Technology,2AG,26034
E021  JSS Science and Technology University(Formerly SJCE)  Mysore,IT Inst.Tech.,2AK,26036
E212  Dayananda Sagar Academy of Technology  Bangalore,ME Mechanical,GM,26052
E075  Ballari Institute of Technology and Management  Bellary,CS Computers,GM,26059
E047  Malnad College of Engineering  Hassan,IT Inst.Tech.,3AG,26062
E123  Canara Engineering College Bantwal  Bantawal,CS Computers,GM,26068
E105  Nitte Meenakshi Institutute of Technology  Bangalore,ME Mechanical,2BG,26070
E062  Bapuji Institute of Engineering and Technology  Davangere,EE Electrical,3BG,26082
E021  JSS Science and Technology University(Formerly SJCE)  Mysore,EN Environmental,3AG,26101
"E126  B M S Institute of Technology and Management  Yalahanka,",TC Telecommn.,1G,26103
E091  K S Institute of Technology  Bangalore,EC Electronics,3BG,26110
E151  Mangalore Institute of Technology and Engineering,CS Computers,GM,26124
E061  University B.D.T. college of Engineering  Davangere,CE Civil,1G,26133
E114  G M Institute of Technology  Davanagere,EC Electronics,GM,26136
E007  Dayananda Sagar College of Engineering  Bangalore,EE Electrical,STG,26144
E173  Sai Vidya Institute of Technology  Bangalore,CS Computers,3BG,26155
E031  Basaveshwara Engineering College,EC Electronics,1G,26162
E059  P D A College of Engineering  Gulbarga,EC Electronics,GM,26174
E064  Adhichunchanagiri Institute of Technology  Chickmagalur,CS Computers,2BG,26176
E037  K.L.S. Gogte Institute of Technology  Belgaum,EE Electrical,2BK,26194
E037  K.L.S. Gogte Institute of Technology  Belgaum,IE Info.Science,2AR,26197
E118  RNS Institute of Technology  Bangalore,IT Inst.Tech.,2AG,26201
"E048  B M S College of Engineering  Basavanagudi,Bangalore",BT Bio Technology,3AR,26210
